,P_ABK,P_ADF,P_ADO,P_AEL,P_AFH,P_AIK,P_AJD,P_AKL,P_ALB,P_AOM,P_AOP,P_APF,P_APL,P_APO,P_ARC,P_ATN,P_ATU,P_AUI,P_AVV,P_AXH,P_AZW,P_BBO,P_BCO,P_BCP,P_BEB,P_BFB,P_BGK,P_BGP,P_BII,P_BIK,P_BIW,P_BJA,P_BJQ,P_BKR,P_BNI,P_BNV,P_BON,P_BQL,P_BRD,P_BSK,P_BWT,P_BWZ,P_BXP,P_BYA,P_BYX,P_CAV,P_CBQ,P_CEJ,P_CGM,P_CHL,P_CHP,P_CIP,P_CIT,P_CMD,P_CMH,P_COR,P_CPQ,P_CQZ,P_CRT,P_CRZ,P_CSB,P_CTQ,P_CUT,P_CUW,P_CWR,P_CYD,P_CZA,P_DAQ,P_DBG,P_DBP,P_DDD,P_DDI,P_DED,P_DFS,P_DGH,P_DHA,P_DII,P_DKE,P_DNH,P_DOG,P_DRC,P_DRI,P_DTB,P_DTM,P_DTY,P_DUD,P_DVJ,P_DWJ,P_DXV,P_DZO,P_DZV,P_EAL,P_EBL,P_EDY,P_EER,P_EEW,P_EFF,P_EFL,P_EGJ,P_EHJ
P_DUD,0.040984699584112536,0.022684008574323813,0.0415960342460684,0.04045020639007795,0.05498807991738092,0.051293476164129465,0.026483415659616562,0.03597975443218099,0.0427021197131933,0.015612699254133295,0.036475020301571154,0.0417235049582366,0.04525471799713363,0.04047415975656534,0.04824012845132195,0.03374244515443424,0.017068560457989577,0.03791776797228476,0.020597671421789497,0.020128622233030347,0.02784278407415471,0.017222722258688983,0.053806170129456196,0.05002131827531117,0.019983301754215223,0.036275752397434635,0.034763387464400435,0.038945749614046454,0.007756512645650167,0.021600012728614962,0.04826513468332985,0.041526847520609235,0.03380839068929268,0.04363854994153694,0.030332430169704744,0.040466275959125046,0.03602303488047564,0.03367481184802791,0.036277402470407845,0.05470746517615393,0.03763055414154949,0.010581278986963791,0.036293285329383376,0.03430029412410313,0.06191436231602533,0.06183021288173043,0.026801112980620614,0.025537087265387243,0.03631295681984562,0.037059317168560875,0.05223088336415625,0.03961960798645377,0.00821337159758389,0.032509047740590616,0.03245990087785146,0.03048659234811169,0.04159899695906116,0.036461853628143436,0.04139264478141047,0.043643467552429475,0.01966203616108707,0.010621046357953325,0.028055673597331517,0.045300014801321516,0.015473813520808987,0.03509370520478041,0.04017406547761702,0.027846462504239656,0.061919635027994836,0.02793565205968897,0.04937007567342708,0.041142827430793505,0.011621624413138468,0.02793910952410675,0.05077455270113249,0.027871663190416982,0.027870244939720852,0.02060974847008076,0.05561263422101027,0.0303147415624803,0.021141222221054485,0.04575492543978173,0.03962761423553401,0.05720045780411163,0.049609988711951096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DVJ,0.03902615134752504,0.007558097975023247,0.026311287197704925,0.0240930420246181,0.03973722700440951,0.03429584595836641,0.01514867103082133,0.019970916854263384,0.050622907956771934,0.022435546884354052,0.03836946578987114,0.02644705550718267,0.030207030241321826,0.0506743679289633,0.041600965493605264,0.02987774720423223,0.022802330801914128,0.02550874526510507,0.018283306730457624,0.008562084617665647,0.044012783654297644,0.01588483937595758,0.03698258137285621,0.029783839393201898,0.020948676927195643,0.022963705907367186,0.021698544582531266,0.03708142533668336,0.01899640981870014,0.03204867649373411,0.031977319165307806,0.02626118573103622,0.020789487656026742,0.026596819734696155,0.03246529919775813,0.025003107966811287,0.022861814101248948,0.04033081160849504,0.022955614607323916,0.0377010687514289,0.025381737706469412,0.027556065902084162,0.022916242820326036,0.01744827750810871,0.04553795983572404,0.045448898600516936,0.007151557662493413,0.011335645592557248,0.022956179168146986,0.021874558784123307,0.03693131987893354,0.019139024269802497,0.017594999999999816,0.016173423199805508,0.019551285635477447,0.024587700217790807,0.034114769191656354,0.018072035856539506,0.026146394110852834,0.04887060745478814,0.01347503191090798,0.017603411033091917,0.015374110218155105,0.025216883808274564,0.018443123596611356,0.021650468539966817,0.021993659654542697,0.01842027605656107,0.045536752947482,0.029722035007717806,0.03314238604868262,0.02996606595801046,0.015559136383487998,0.012823563077398013,0.030552920253226642,0.011323530898088283,0.020498977389127652,0.030819387956285714,0.048132558710294496,0.01574357268856042,0.02505623599026831,0.025498092811032002,0.024651471517945986,0.04014791962231477,0.039076470260246826,0.020603956537520552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DWJ,0.03149735131721146,0.029546428413598985,0.032438618235060085,0.028935039191264705,0.0354273336846013,0.036275431975373036,0.02584002192336288,0.034517834824913655,0.019486552594031988,0.020886510407435766,0.025930463513018365,0.03257532811806785,0.03637444279985575,0.033164056024555,0.03634874491643293,0.028996962271931104,0.026813652436769503,0.028960674301543653,0.02288582321001428,0.03270223285954574,0.023664311864069112,0.023637003807587764,0.03976255409301416,0.058335423654928206,0.022029327043737317,0.03158002021848631,0.035606477416336234,0.028902082987216613,0.026016204277334726,0.017598259033213028,0.03635812198120002,0.03241247384880988,0.03008476001233715,0.02976623432683425,0.02339701596357507,0.028961202910099636,0.028374797726152725,0.02897254888683321,0.03083956998726973,0.0394795871558948,0.03156817836049371,0.0299298771965377,0.03076233703735745,0.021431955697041406,0.049269019363083415,0.049172044222301724,0.03303174722899059,0.02527870744322139,0.03649928667795956,0.028412697812773065,0.042546423175161496,0.04428298709436802,0.027248317122350908,0.03593152813338141,0.027854726654551583,0.023423770426637104,0.03256498618148179,0.03656700996800415,0.03234388265190246,0.027626921652619128,0.022328073136749328,0.02784231859956944,0.026160578835338535,0.053840188270472385,0.026130427091799194,0.031843808597588036,0.03875256302491511,0.023495733782963556,0.04925469855760067,0.020530043594695735,0.03758342240935126,0.02703843264688183,0.028386309605155414,0.029572423725487598,0.052563521286154866,0.0310653053582258,0.021418882533873147,0.025917245166105822,0.03598359151057401,0.025492887243307706,0.026222863402000432,0.05435074664620394,0.044291896877419884,0.04098531323535157,0.03876763868227912,0.024770053693927176,0.03163629940432531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DXV,0.03529396216068506,0.018304108309338867,0.007865155561081385,0.01636584113328933,0.03766966960301409,0.021147395584328068,0.02084085986710038,0.020978430494200236,0.03704132789196447,0.022950220587174535,0.02800192896927047,0.014807732574571136,0.013573318901430625,0.04778586507535631,0.02789821300728567,0.03070831916598665,0.041421222821157934,0.01404299967955899,0.021000797556280888,0.017751148807894565,0.0389470775540369,0.01947795045685992,0.022040742750642054,0.03869123551917156,0.022904039861998297,0.0162857132481158,0.017359588589594844,0.027471274542693044,0.03638837902408078,0.0411905233033057,0.01543508658867795,0.01708616756326693,0.017743672900504114,0.01984310603207572,0.030639037745990555,0.019857165658775603,0.02892760869826778,0.031081512704500276,0.01829610573318567,0.024345984822966182,0.023354377448351105,0.0433023231940271,0.018751613930538716,0.011347244114765367,0.028613014241774665,0.028537128131611286,0.017892081488748546,0.011224273784973381,0.02011894592169659,0.009434940858318315,0.025375403839153758,0.02399316446407128,0.025524434763575816,0.017532833912406995,0.015729451166522246,0.016664114287893227,0.028201705001650076,0.016970795296626272,0.009966885421235402,0.039159547111785084,0.019562058480638765,0.034546727138761675,0.020987216537693337,0.034329578339969254,0.030008772217472494,0.01807544190331643,0.019631762529123225,0.021543120108279804,0.028627557021164665,0.0235539921457081,0.024173814035020384,0.031125181589833784,0.02904607188588642,0.01727005260559913,0.0330399414194382,0.01856160925135906,0.011359390564637245,0.03203341238457071,0.03899214036187304,0.012578033709604159,0.041949504931523905,0.03475314893646399,0.030794766194924883,0.028097544519049687,0.03525899298051534,0.03373643847533463,0.018704988211704375,0.025577336550155448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DZO,0.04035184902826535,0.022763531887649558,0.011738794912601453,0.020075950014882715,0.04294892884578436,0.024102458733499834,0.022389722753977142,0.02695018554667048,0.043095305324362225,0.027460606147716282,0.03415882085984158,0.01919640927361233,0.017031928722253318,0.052794970413855606,0.03397846273744582,0.03442697994306321,0.04563440304200345,0.013102667858114614,0.023601028981807312,0.019861244371892704,0.04435534747919337,0.02264648416421667,0.023919311361324212,0.03256716128249612,0.025925538470782026,0.0164449974156267,0.01649427964477002,0.03354681035508564,0.03919696321145384,0.045427536329853836,0.01626134883704295,0.020339940265396678,0.0165546309230948,0.0222615486658066,0.03510691547259609,0.024762246788205416,0.03303804997272277,0.03713321254618194,0.020111842705231555,0.026952994082293222,0.027170320296237033,0.04510518875916623,0.021107316077601565,0.014060768293374309,0.028531278993413445,0.032288765306215814,0.022733939429848346,0.011604717402849313,0.016301134316360977,0.011035959858572166,0.030683005067952702,0.019206018978437163,0.028225017360491572,0.012296862404694181,0.016629447856137115,0.021258182895064256,0.03315351782239793,0.020775275305035364,0.014304655605782778,0.04529938986344152,0.02454942820107815,0.03719612350769787,0.022722691962000434,0.028168688787373414,0.034093707058637485,0.015988258723196622,0.014320818552023185,0.024057983144891174,0.02856040493410526,0.028730724964747236,0.024399438210743415,0.03475281331057797,0.033138554856842126,0.016183704304021346,0.027154646618949188,0.02225453241476966,0.015967057743992513,0.03565685283364219,0.044349665928842714,0.012656086598944847,0.044344183665954794,0.030041231565964503,0.02999589691941141,0.03107814680768417,0.04033946784477755,0.03628179411219961,0.022944263989066026,0.030765075329013566,0.0079041319643397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_DZV,0.028259519900377603,0.044884288531734116,0.021126836251554405,0.021486802135264,0.03675207055391782,0.014441301395650264,0.03539067563638763,0.03481310055137356,0.0376031772194853,0.0488721322739245,0.025396923612910363,0.021024926563486094,0.01844275467494005,0.040112712249360596,0.01382574012485418,0.030926433257004563,0.06691723755505709,0.03416826738364175,0.04306022230551228,0.04628790646594356,0.034213405004472154,0.045265995449123506,0.015635352154652636,0.052974560394587915,0.04351998926929951,0.03540969680751024,0.035412949495909056,0.023076989838365775,0.06426365157692171,0.06663747081034936,0.029364456831347124,0.021217915637499293,0.030869193138142993,0.028839950572079113,0.03206919751100659,0.021411438835351116,0.05537940755371113,0.03101163891186646,0.028613900293389127,0.024726361256766364,0.02703347424952993,0.07178504318449724,0.028478555669136294,0.028224202327080797,0.02416772331023356,0.022202518438233558,0.04364492073540705,0.03665014495196505,0.03525951446063687,0.025391885514866146,0.01868239805271526,0.03880175668703809,0.05369518570598343,0.031608292139881,0.03556438000303142,0.0320146711680761,0.021203879668590338,0.04369448094439402,0.021367715390279512,0.026385686972297314,0.04494183050344014,0.06259610315347139,0.034082789674556066,0.04866046655140032,0.05634314559908788,0.029518754242005993,0.03425946672089398,0.034205637561665454,0.020167431665930855,0.03410396899189274,0.03151159243833449,0.029560696947132554,0.055351452419967355,0.03405729503351635,0.04640068772119525,0.03768189406067591,0.0343968861672093,0.043010529187631236,0.03821489659805767,0.032133062879222296,0.07008747096307519,0.049463333510793586,0.04942126510926298,0.026069894706344614,0.028187278726402986,0.06186708996712266,0.04548706844807663,0.04921192181778598,0.028584760852593295,0.028500942458101145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_EAL,0.02776769549314429,0.017093236820448332,0.028463487137033807,0.02685016022298667,0.043726268214887495,0.037711112632752175,0.013051092368074514,0.023972824113984364,0.04514234297197709,0.008763412349080235,0.030063257607918198,0.02859565710033599,0.03225918650555365,0.03636927060033064,0.03708238208367456,0.021743895695113785,0.02181166293522776,0.03453527983092025,0.008026309799652409,0.014120059242086437,0.030966856508209108,0.004055576161286929,0.04017865817819231,0.04428378002158418,0.009713351893139092,0.024118268781153966,0.02286657543228021,0.028197683681465507,0.015932033768479677,0.022120634213330312,0.03474693467055762,0.028402736663919577,0.021752538265683435,0.030274129847116103,0.01855097369412116,0.026924692477353625,0.032064101328433035,0.030664743419765054,0.024107295908083946,0.04113002461706185,0.02529215862673795,0.02395875393253814,0.024099118012907823,0.0206806174472622,0.048384324775696506,0.04829847295722839,0.021072436712442983,0.016897017636256152,0.02413063646073166,0.023937353989111343,0.03914358361213362,0.03371339935396857,0.005806569555253035,0.0218860256099607,0.02319328113915363,0.018507650418137685,0.02849077761311569,0.031589647433929086,0.02827670668589302,0.03890862487932343,0.009701791277905776,0.01429218135905015,0.014862076907350568,0.03956793474519304,0.010346986517825247,0.02284096096927685,0.035398019436115896,0.01469461891305899,0.04838745607076375,0.01931974891141155,0.035874244981601404,0.027541113212796325,0.009482758933979644,0.014717908886795627,0.04541001260735187,0.015309806857045683,0.017552882071043954,0.015950402189288854,0.04619647048205832,0.017381488687680604,0.021798066886766384,0.040008324496285885,0.03372131861301082,0.043745529280144795,0.036265979926095655,0.013627512795810882,0.015005785584231867,0.025941267837169935,0.020811689984236912,0.024184406732439104,0.04833581026526887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_EBL,0.013171597625192627,0.03241472790260665,0.027062754571550964,0.014622587801069455,0.038560790668760336,0.025439873525628248,0.017970827610323543,0.03500946323496066,0.035144003186884785,0.017323786710760535,0.018930243659290583,0.0167605156543614,0.017628270845434803,0.018774304168196906,0.029699809090292295,0.00845065494503385,0.03568084591205595,0.043426584530679435,0.013933688851125165,0.031419537520466286,0.012993160700922853,0.016295259924284405,0.02700609531198282,0.06173685123165943,0.012596097252717197,0.03608367924699447,0.038479447111412796,0.016707260727004965,0.030435904274392706,0.035460129060679045,0.042988655212741166,0.014985170269303419,0.02718751038620444,0.024523592987162543,0.005356686289116081,0.013076702680718321,0.04157301954393029,0.017279292173002867,0.018409734843284113,0.028829201445756125,0.011142745128561041,0.03752172966428911,0.016267820536262453,0.02160594855589543,0.03432879970229053,0.03432856492776803,0.03670344001588952,0.03018245238545006,0.03871111654292605,0.024606850936272847,0.024503608652606368,0.04969596672769518,0.019605505884827824,0.038566496470380775,0.03486812564506107,0.016800444904824186,0.01383923769576923,0.04543840545177715,0.02111025734092109,0.02381650326979422,0.01850990202567278,0.028614006447892276,0.017686831966183526,0.05699165631037491,0.02419919926361288,0.02969761763172186,0.048794083299102745,0.014002279135913119,0.03428695498290859,0.009689560671156257,0.022721620738845906,0.015629608440390765,0.023223575306138375,0.02687698978680496,0.06081034735963924,0.027054784419764662,0.02089824806054491,0.01245616907399565,0.04067868681508484,0.02524522459793179,0.03604032553959444,0.057366218151453444,0.04970458902355216,0.0321657746214797,0.021803082809546515,0.02781848608389785,0.031957315782148984,0.02058121133460813,0.03000444237108946,0.03450903977221016,0.03423247103263166,0.018133820805335096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_EDY,0.03626984590537942,0.03615830058230132,0.035056535396416025,0.029775792382402633,0.021874668020337436,0.025751341906784214,0.03474923193395814,0.01732287025870802,0.04969497247207334,0.037109248294730036,0.03671413409029585,0.03509686255208527,0.0369823415429624,0.04773353359012923,0.040799731874118506,0.040955142534240985,0.048728646400242714,0.03595930262115754,0.033191327677574455,0.04408675974711849,0.041363665142248214,0.03719517186409963,0.026594701521169793,0.03787121505840586,0.03381177346724373,0.040628453293228686,0.040912607213427064,0.03528736683290694,0.05331939084423106,0.048403404033187256,0.030662778103101803,0.035108318245112104,0.040889816984184424,0.018572221082216837,0.036610054151829184,0.029692969622457648,0.0419820288337749,0.041006095863910456,0.040644535093912734,0.02298995521961592,0.03994558523792378,0.0630328446526085,0.040453558372538626,0.027205620044398426,0.03555951480265075,0.03542801730269897,0.03415048428646459,0.037684410052437195,0.04051924842590469,0.03487927212543786,0.03830089766572352,0.03017472240137329,0.04665506422672718,0.030630538437970197,0.04076978145636862,0.03658464575474267,0.03526469782941985,0.03698131978445434,0.03516858338062634,0.046942545414582204,0.03349581400712828,0.0527843148293117,0.03603866348798308,0.0349657830028169,0.04268639373383424,0.039994211706197685,0.03598097122090922,0.03596324886603327,0.03546369688850824,0.035765752012226974,0.031401613923490335,0.026892766555340203,0.04201148425133332,0.03555430606832187,0.036504986303241546,0.026079624115389614,0.03702043419518429,0.033189721857828945,0.04799343902035157,0.036617350272785815,0.05936246359443015,0.0391823876378186,0.03998305686162902,0.020444402852616214,0.03631244266088388,0.0526407915024075,0.03722337547831809,0.03313993218158509,0.03514383724069054,0.040475501590470114,0.03546117180805159,0.041216560991913516,0.03596964032347644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_EER,0.03760968626564331,0.04019529476195,0.03846050779696258,0.03329127128843077,0.009175428273381732,0.024908546725977497,0.03877793687137039,0.03581170004342041,0.03021412062264965,0.04105120603587709,0.03494710661843483,0.03851264053528284,0.04018623458350248,0.038011714957365036,0.03359957839021373,0.04474834754490879,0.05215856648720407,0.039864853618195265,0.03722760004351779,0.048159084096358544,0.03992958504667976,0.04123557020340428,0.028818692839892617,0.058549178175272804,0.03784602733445378,0.04432650210652786,0.04466413833267253,0.036159616063987245,0.057139885089137706,0.05183501382270555,0.036525296672305974,0.0385747034466936,0.04468216123913495,0.026524210864793434,0.04052932238515483,0.033204049466897374,0.04580205402599208,0.04480163659957279,0.044340343029795316,0.02496996597914966,0.04358507377532127,0.06684858432307889,0.04415058129855565,0.031105710890448474,0.03715806273206404,0.03705785382345155,0.038186024262811924,0.041707853756819215,0.04422346238140921,0.03854886068355763,0.04101102595644464,0.045513697641478994,0.050659082127492504,0.03542978230246351,0.04460917615244652,0.04049793994760674,0.03868836627463438,0.041041493064946664,0.038604348887139914,0.022070989397853315,0.03749786681932912,0.056658127395810415,0.040024474337585735,0.05391953479954995,0.04647894355511873,0.043738098106800696,0.04097939966617178,0.03995307203457868,0.03708479350083964,0.03975548984731661,0.03421234316734076,0.027382705216981117,0.0458283473081895,0.039545440824448636,0.054391372486818225,0.030142302002335534,0.04100152670328179,0.03722638592450309,0.027107421806582405,0.04053708801825605,0.06314819712390894,0.05448332773427081,0.04933296125310137,0.023678047301243333,0.03683625237452886,0.05651486704399188,0.04126020331990406,0.036943267925294315,0.03895712766619375,0.04417302779977967,0.037088485679521915,0.045250159867122296,0.039961950965890815,0.029160736101816964,0.0,0.0,0.0,0.0,0.0,0.0
P_EEW,0.024580201178998604,0.03279734972524485,0.020181468033819566,0.01583169327646089,0.01906115012270185,0.013783807783047141,0.026510455974954078,0.020699048985053137,0.03911206161786751,0.03578908024803066,0.024962458472677078,0.020197983191396558,0.021083959447886578,0.036571522978950215,0.030686616235744424,0.028480357441576166,0.05214859399830361,0.028647343541765923,0.030256154167375617,0.03778353176980783,0.029446449989770616,0.03359174496807164,0.009450518557201637,0.04427705935357404,0.030853224742319618,0.027320503234750104,0.028088550140582782,0.023365650172849816,0.052487595677454306,0.051841126550259804,0.02538898085784333,0.020272767201346912,0.028410092027306072,0.010153344325882723,0.025968556082306214,0.01572615251738479,0.041973303193815606,0.028551725166792708,0.027337947033381074,0.0157403413241247,0.02622086634724482,0.06129578695146881,0.027145696399248808,0.017547946033654484,0.01909995301041823,0.018966743579226168,0.03110204811583976,0.028976004227638043,0.02720111795496742,0.021675744693093132,0.021252600076227583,0.03187373602199943,0.04322036707386943,0.020919380535759816,0.028755669006300773,0.025921756190504977,0.02040080843986632,0.032538191544706566,0.020374769618329167,0.03484116681456075,0.031469899904511725,0.05127315086865588,0.026608740105461944,0.039531586927416415,0.042948718560627826,0.027107787847776187,0.03155783619007828,0.026624830985380744,0.019018141470710428,0.026446369448376392,0.01451888580435631,0.017260249650569718,0.042039435450537975,0.026287596504814974,0.0430596438675467,0.023328892344043714,0.02739715897679786,0.030241656651050587,0.039348561981347445,0.025982208162508284,0.05864313259026976,0.039986999999999995,0.03941172447381606,0.007300037534147132,0.02461720465446895,0.05077631307017119,0.033739944902146976,0.034334197893644544,0.023282295505384215,0.027170648225613454,0.019406625518107307,0.03742000427578898,0.02664195347567233,0.01724115320969122,0.019763420073457945,0.0,0.0,0.0,0.0,0.0
P_EFF,0.024246928712725928,0.015251383964808449,0.024816856609976665,0.02187901295762721,0.03563220369272673,0.03108829812003238,0.014299796362189332,0.02021949902940289,0.036925184820118355,0.017063660597892074,0.023135821251905383,0.024958922933495376,0.028762932708612462,0.03646731699755364,0.029616433343669982,0.02084131070734513,0.024253123118476945,0.027118426281774684,0.016961397230177536,0.016236344231385626,0.02885120526078672,0.0169740691939213,0.03405058743986596,0.04498344055316276,0.009655855011337639,0.022716361653130675,0.02163257980454766,0.021654335079739878,0.02232479706514743,0.023992619240091703,0.02963189418515097,0.02478070204816656,0.02081890652748386,0.02305882551215341,0.01849505036489524,0.021930436862955375,0.025086416344310213,0.024743175422730437,0.022711094755647632,0.03445881868259517,0.023479618395539786,0.03125800675027139,0.02263303172357146,0.01472382946111529,0.042999423112409764,0.04290688245491751,0.019481430850940236,0.012553115987674971,0.02268104283317013,0.020600282425251207,0.035222128683544414,0.0323743410898218,0.017034708245227206,0.021582030024998623,0.01969464059078132,0.015297299761723096,0.024904190430529792,0.027556142327983014,0.024681907239920878,0.03332840113176786,0.008016145960091613,0.02113406974531955,0.01438722558383224,0.04025725754444646,0.016947743212591657,0.021413891986279538,0.03097007234411725,0.012970511362319694,0.04303500083652906,0.014520506396127493,0.030987249635937887,0.021181686901660484,0.016924426090188602,0.012406714633617377,0.04296687472926065,0.014055882362914348,0.013258292197717063,0.019012859464058552,0.03695810303573464,0.015256932620942949,0.02847718328767868,0.040752894424813016,0.03236790034895776,0.0366695167680169,0.03171045368644168,0.020686466227949066,0.01571419845235426,0.01777525518804221,0.01762057961589108,0.022635085884531687,0.04294588196789107,0.017059216661950632,0.01789278318205418,0.0331378790057549,0.03715496499796269,0.0301659915799221,0.0,0.0,0.0,0.0
P_EFL,0.02478965495927704,0.015978992458849296,0.02325423406608179,0.02022620602090279,0.03465836548367485,0.029447155550239437,0.009384829566917182,0.01741987606155583,0.04181813754819608,0.009411926157807188,0.02717419557227287,0.023391581754981725,0.02720121622281148,0.03633122871580255,0.033565680687271136,0.01966094855290664,0.025924540227358246,0.03126581476628927,0.00929560154051584,0.013815143647460882,0.02998437493095199,0.009206098196308018,0.03238232142697531,0.04412293944197382,0.007284603558189224,0.021436490501013705,0.021017900228139715,0.025432668754969013,0.023909017922115073,0.025630698000640554,0.027964477270279304,0.023220537203087907,0.019639090941285634,0.021485132068477873,0.018115088572788242,0.020276360842124877,0.02917302070406689,0.028187570399024687,0.021432796597737395,0.032824145030753836,0.022141101192130093,0.03274128256498228,0.02135146198741833,0.013047814989491495,0.04132314888776041,0.04123056283874962,0.019867868456380482,0.0157106181928052,0.021401420934136068,0.01909131032695495,0.033603878883249616,0.03286548744503788,0.014973198055193796,0.021076902832248844,0.02193056428822842,0.015983556581686313,0.023346917676645724,0.029507938084522452,0.0231247202145245,0.036578512339897076,0.0035139439380818616,0.022666328021980865,0.011432947651416942,0.0393897017125032,0.01507111741046553,0.020135017556488454,0.03317541735984475,0.011235983668557476,0.04131658869025845,0.01761374500212847,0.029166556207408385,0.019492132181985696,0.014094692511722288,0.010996633712184744,0.04400516108367383,0.0106417759796,0.014277353326159991,0.01682620946618721,0.04257915313859619,0.013980824331919077,0.03004624625473284,0.03974930874870791,0.03288056851698577,0.03508529461184369,0.0300697704181454,0.022187511825350743,0.014370861143299827,0.02304388795320764,0.017478037075145544,0.021354762208933675,0.04126957237481396,0.009449147104372632,0.01761865570921906,0.03211936714818462,0.03617663267912022,0.02860798898909057,0.008202516260266371,0.0,0.0,0.0
P_EGJ,0.018307424723320462,0.022139833535959885,0.020616656566958713,0.013950690950633888,0.03852488870847502,0.02541732893126538,0.007277595001096629,0.024235046523579246,0.0391649164686936,0.01731605847183397,0.02346615513883991,0.013950653210512955,0.017595540912402792,0.02963332105924112,0.03171369372999247,0.00919289535456648,0.03572552125582187,0.0358682080121082,0.012459124246911658,0.020554449372338364,0.02361954108360339,0.012602943941796264,0.026988515057335943,0.050787161881718744,0.012575241747178938,0.025944702291603155,0.027678030565774978,0.021462864044672042,0.030437358656755717,0.03544806499655726,0.032973844498327645,0.013756204854536621,0.016191722885473697,0.01998937887979805,0.01148620041615147,0.013060575370175544,0.0341035592863855,0.02366033585983012,0.010303054401483559,0.028772431336266592,0.011159716931894454,0.03753052229852244,0.010236308172383973,0.011846680547727835,0.03426711441017574,0.034187160747860976,0.026382266942020397,0.02055850006688138,0.027964662647707455,0.014558428486617094,0.024496174803426935,0.039345045863490614,0.01961449395217655,0.02773571048305571,0.02616683253662788,0.014250271576361908,0.016007529134754762,0.035631003409952205,0.013949340952170612,0.03179176209334849,0.014315970452608398,0.028617127214309836,0.006993301151817548,0.04603924027392147,0.02418887256570922,0.018780763882226728,0.039211818435259255,0.0051102963710584854,0.03427730434267116,0.012981709941297725,0.021706173430616506,0.015603241105618504,0.023225057588734756,0.01587712751098254,0.050498688022560835,0.01610807921509974,0.015129923529219625,0.012433978003839169,0.04177744161625856,0.014632112424388362,0.036044695504330364,0.046509876209252676,0.039333984923982525,0.032141279532714215,0.02179922808266381,0.027822511263363405,0.02104594338583979,0.02123723117546138,0.022296226250201258,0.025358980125392103,0.03423364936725193,0.01467155973303407,0.011004379900751022,0.035932186379348856,0.03992281716011856,0.026614133726276357,0.012960078124768414,0.01119185011514546,0.0,0.0
P_EHJ,0.04209623367951113,0.018802376445544784,0.02405371526397057,0.022876450970376997,0.029280618589777842,0.03046539881570644,0.01935852928298253,0.0049373999999993146,0.05068359968471025,0.025945400054731386,0.039662832538788544,0.024189917321066807,0.027335050631013647,0.054063314632013276,0.041555588613324965,0.03394168247155674,0.03486600116158924,0.021734068303012933,0.02514616911181651,0.026706377440603866,0.04684133501513495,0.020185970771801853,0.024789052099666163,0.027030008823527567,0.02520886504783754,0.027004709589253058,0.026789255532771155,0.038571225985183484,0.03698280039423574,0.03455109494647066,0.024006726932256178,0.02408337611299335,0.026472979469639092,0.01756570604900306,0.03582486713164512,0.029888090772078973,0.025829482573213474,0.04195772200680272,0.02701289991837197,0.025384065631809335,0.029588676820702837,0.0464229221505907,0.026848724215502467,0.01473940086977885,0.03487997925744771,0.03477783186169169,0.016806762031991367,0.021137767952179188,0.026911530558479235,0.02193812537570351,0.03345380749630867,0.014551152016250495,0.029419849166845785,0.015723504857379594,0.025981827822535723,0.027518756512605033,0.036728932737013435,0.019551915353745463,0.024074853644413335,0.0504661788725888,0.017607517286659928,0.036170502857990394,0.021014782225851982,0.022294030052909804,0.026685685994554474,0.02603278742278611,0.019863715664493346,0.025099491349429175,0.034849052928306305,0.03273052533950667,0.025169207615652653,0.03389998115043705,0.025881174046012263,0.01944701956598651,0.026203816458676234,0.011245614345158722,0.023549978598716898,0.03473219407120718,0.047077186545077976,0.021236773483743213,0.04314653410182747,0.022735503513229633,0.02602417347390777,0.024184058406312978,0.042129570066641114,0.035884082376451965,0.019865780956203886,0.032787019763925306,0.02089117911942707,0.026865263817799412,0.03481787347038839,0.023864709614826854,0.03528553043387635,0.017431150650489332,0.034511887995297426,0.020330011928180965,0.01850546419304223,0.0183711716011813,0.024719397444111366,0.0
